,Unnamed: 0,Username,Tweet_x,Likes,Retweets,No,Tweet_y,polarity,sentiment,subjectivity,Jenis
18,97,poldasulut_,"SINERGITAS TNI - POLRI 

Vaksin sehat dan tidak berbahaya, ayo kita vaksin sobat polri untuk mencegah penyebaran Covid-19 

#humaspoldasulut https://t.co/9rrodWnhWh",1,0,97,synergy indonesian national police healthy vaccine dangerous vaccine friend indonesian national police prevent spread covid,-0.0499999999999999,Negatif,0.7,Opini
19,105,Bisniscom,WHO: Varian Baru Virus Corona Bisa Membuat Vaksin Covid-19 Menjadi Tidak Efektif https://t.co/JDfpqeDqqK,32,13,105,variant corona virus covid vaccine effective,0.6,Positif,0.8,Opini
20,107,kumaedi07,"Karena gak mau kenapa napa sama badan. Alhamdulillah belum terpapar covid-19. Karena memang aku sangat menjaga pola makan dan sudah vaksin lengkap.

#BerharapTakBerpisah https://t.co/D62MgC9hQv",2,0,107,thank god body exposed covid maintaining complete vaccine pattern,0.1,Positif,0.4,Opini
21,121,wahananewsdotco,Dinkes Jombang Masih Telusuri Penyebab Siswa SD Meninggal Usai Vaksin Covid-19 https://t.co/JPU7PJX8R1,0,4,121,jombang health office explores cause death elementary school student covid vaccine,0.3,Positif,0.9,Opini
22,123,beautynesia_id,"Orang Tua Wajib Tahu! Ini Cara Cek Sertifikat Vaksin COVID-19 untuk Anak, Mudah kok! https://t.co/QYUT9sFI4f",0,0,123,old people must check covid vaccine certificate easy,0.2666666666666666,Positif,0.5166666666666667,Opini
23,124,Evi_Fadliah,"Sebelum beranjak ke resolusi 2022, jangan lupa lengkapi dulu dosis vaksin covid-19 kamu yaa!! https://t.co/0TqNzzzSnw",0,0,124,moving resolution forgetting complete dose covid vaccine,0.1,Positif,0.4,Opini
24,125,azzura_lhi,"Tenang stok vaksin covid-19 kita berlimpah jadi jangan pilih-pilih vaksin ya semuanya aman. yang penting itu jangan ditunda-tunda deh

#BerharapTakBerpisah https://t.co/Ouvpq4r6Cn",0,0,125,calm stock covid vaccine abundant choose vaccine postponed,0.45,Positif,0.85,Opini
25,128,TinaSindy,"Kalau Indonesia sudah terbebas dari Covid-19 kan enak loh, bukan cuma biat pemerintah tapi buat kita semua. Apalagi anak² yg pasti sudah rindu main bersama temannya di sekolah, bisa main seru²an lagi, lari²an lagi. Makanya yuk vaksin, Indonesia pasti bisa
#BerharapTakBerpisah",0,0,128,indonesia free covid government miss playing friend school let run away let vaccinate indonesia,0.4,Positif,0.8,Opini
26,138,BPKPgoid,"BPKP &amp; Kemenkes inventarisasi fisik &amp; stock opname vaksin Covid-19

Pelaksanaan penghitungan vaksin dilakukan di seluruh dinkes pada 28-31 Desember 2021

Irjen Kemenkes Murti Utami mengatakan, “Tidak sempurna apabila proses tersebut tidak dikawal oleh BPKP”

Siap Bu 💪🏻

-utas- https://t.co/zY15gQAgYn",2,1,138,bpkp ministry health physical inventory covid vaccine stock opname implementation vaccine calculation december health office inspector general ministry health murti utami perfect process escorted bpkp,0.35,Positif,0.5476190476190476,Opini
27,141,depokterkini,500 Siswa SDN Bojongsari 01 Ikuti Vaksin Covid-19 Lanjutan https://t.co/J8NQ7MEbQ9,0,0,141,bojongsari elementary school student follow advanced covid vaccine,0.35,Positif,0.75,Opini
28,142,iznieocti,"Lebih takut mana, takut kena covid-19 atau takut divaksin? Kalo aku sih takut kena covid-19. Makanya perlindungan diri kita dengan di vaksin. Supaya tercipta antibodi, tuk melawan virus covid-19.
#BerharapTakBerpisah https://t.co/OLQ1Mwq5Pu",2,0,142,afraid fear covid afraid getting vaccinated afraid covid vaccine protection creates antibody covid virus,-0.6,Negatif,0.9,Opini
29,143,Sanjayaluv,Nggak usah khawatir Spiderman cepat turun layar. Vaksin Covid-19 dulu utamakan. #BerharapTakBerpisah https://t.co/B2rPEPsMFT,0,0,143,worried spiderman quickly go covid vaccine screen prioritize,0.3333333333333333,Positif,0.5,Opini
30,148,jiahaljafara,"Makanya kudu vaksin dan disiplin prokes. Vaksin tidak mencegah kita tertular, tapi bisa mencegah keparahan bahkan kematian akibat COVID-19
#BerharapTakBerpisah https://t.co/5t8QnXTMVX",1,1,148,vaccine must disciplined vaccine proces prevent contracting prevent severity death due covid,-0.125,Negatif,0.375,Opini
31,149,RiskaNgilan,"Jika kamu sudah mendapat suntikan vaksin Covid-19, kamu tetap perlu menunggu waktu minimal 14 hari sebelum melakukan perjalanan. Tujuannya supaya tubuhmu memiliki sistem imun yang lebih siap melawan berbagai macam risiko infeksi. #BerharapTakBerpisah",0,0,149,covid vaccine injection waiting least trip goal body system fight risk infection,-0.3,Negatif,0.4,Opini
32,155,morodjoyo,"Komorbid Yg disalahin.. 

.. Jika Timbul KIPI.. 

Lalu MATI. 

Lah.. Kok Dipaksa Suntik.. 

... Padahal.. Tanpa Suntikan Vaksin covid 19.

Kagak ade ape ape.. 

Sehat saja. 

Sudah Banyak contohnya.. 
Komorbid Tetap Hidup Tanpa Vaksin. 

#StopPaksaVaksin",5,0,155,comorbid blamed causing dead kipi forced inject covid vaccine anhing wrong healthy example live comorbid vaccine,-0.0727272727272727,Negatif,0.5,Opini
33,156,HaluanRiau_,Seratus Ribu Lebih Anak Usai 6-16 Tahun di Pekanbaru Bakal Dapat Suntik Vaksin Covid-19 https://t.co/hL70pukCup,0,0,156,one hundred thousand new week injecting covid vaccine,0.1363636363636363,Positif,0.4545454545454545,Opini
34,158,contactap2,"@ardird Kembali kami sampaikan, mengacu pada SE No. HK.02.01/MENKES/847/2021 untuk pengecekan serta validasi hasil bebas covid-19 serta kartu vaksin calon penumpang merupakan kewenangan maskapai serta pihak KKP (Kantor Kesehatan Pelabuhan). Kami himbau pelanggan dapat (1/2) -Imam",0,0,158,referring hkmenkes number checking validation covid free result vaccine card prospective passenger authority airline kkp port health office urge customer,0.4,Positif,0.8,Opini
35,163,yulakusuma,"Meski udah vaksin, kami tetap menjalankan protokol kesehatan lengkap. Pokoknya nggak boleh ngasih celah buat Covid-19 deketin tubuh kami. #BerharapTakBerpisah https://t.co/rBUG6rtJKW",0,0,163,vaccine carry complete health protocol basically giving gap covid get close body,0.1,Positif,0.4,Opini
36,170,awanmalangit,"Selain itu, semakin banyak masyarakat yang cepat melakukan vaksinasi covid-19  ini, maka kita pun telah membantu pemerintah dalam mencapai 80 persen dari target jumlah vaksin yang ingin dicapai akhir tahun 2021 ini. Semoga hal ini bisa terwujud ya. Aamiin 🤲 #BerharapTakBerpisah https://t.co/34lVHiOyh7",0,0,170,community quick vaccinate covid help government reach percent vaccine target achieved hopefully realized amen,0.3333333333333333,Positif,0.5,Opini
37,175,eno_basuki,"Jangan pilah2 vaksin covid 19 karena semua sama amannya

#BerharapTakBerpisah https://t.co/th1MqBqARc",1,1,175,choose safe covid vaccine,0.5,Positif,0.5,Opini
38,188,lastminute_id,"Yuk kita ajak anak, adik, maupun saudara kita untuk vaksin. Sekarang ini anak-anak usia 6-11tahun juga sudah bisa vaksin loh. Lebih cepat mereka vaksin, lebih cepat juga tubuh mereka terlindungi dari serangan virus COVID-19. 
#BerharapTakBerpisah https://t.co/RJBI6MvM2x",1,0,188,let invite brother sister get vaccinated vaccine age hurry quick vaccine body protected covid virus attack,0.3333333333333333,Positif,0.5,Opini
39,192,beritamanado,Berita terbaru: Kapolsek Ranowulu Jemput Langsung Warga yang Belum https://t.co/RfsbJKPthg #Kapolres_Bitung #Polsek_Ranowulu #Vaksin_Covid-19,0,0,192,latest news police chief ranowulu pick resident,0.5,Positif,0.9,Opini
40,205,Naraera1,"Coba pilih mana takut covid 19  Apa takut divaksin??
Ayo segera divaksin ...
vaksin aman untuk kita
#BerharapTakBerpisah https://t.co/FlzQ1C5hpE",1,0,205,try choose fear covid afraid getting vaccinated vaccinated,-0.6,Negatif,0.9,Opini
41,211,Revenge00810455,"#BerharapTakBerpisah 

Pemerintah kita itu hebat loh, stok vaksin covid-19 di Indonesia sangat aman tercukupi, padahal banyak negara berebut dan antri untuk dapatkan vaksin. https://t.co/QQsd6e6tDO",5,2,211,government great stock indonesia covid vaccine sufficient country scrambling vaccine,0.8,Positif,0.75,Opini
42,214,June_dya77,"#BerharapTakBerpisah 

Mari vaksin, biar Covid-19 cepat selesai dan kita bisa kembali hidup normal. https://t.co/PecWlmuuGD",2,1,214,vaccine covid end quickly live normal life,0.1431818181818182,Positif,0.575,Opini
43,220,atanasia_rian,"Kok vaksin terus? Gak bosen oemerintah? Pemerintah gak bosen, karena ini salah satu cara supaya masyarakat jauh dari covid 19 ya #BerharapTakBerpisah",0,0,220,government bored vaccine government bored covid community,-0.5,Negatif,1.0,Opini
44,222,sallyfauzi,"Pas discreening saata Fara mau vaksin, bu dokter yg bertugas sempat bertanya, apakah Fara pernah kena Covid-19?

Dia jawab lantang loh, pernah dok di Juli kemarin.

#BerharapTakBerpisah https://t.co/giGKl3KyAL",0,0,222,screened fara vaccinated doctor duty fara covid loud doc july terday,0.1,Positif,0.8,Opini
45,226,githasiwi,"Oh iya stok vaksin Covid - 19 itu berlimpah , jadi jangan pilah pilih vaksin ya karena kita tidak pernah tahu apa yang akan terjadi sedetik kedepan...jadi menyiapkan anti bodi dengan vaksin adalah lebih baik #BerharapTakBerpisah https://t.co/qyzD9qYhOQ",0,0,226,stock covid vaccine abundant choose vaccine second become vaccine body,0.3,Positif,0.475,Opini
46,236,pknmelaka,"Kementerian Kesihatan Malaysia (KKM) menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular.
Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang. https://t.co/OPLffaibZl",0,1,236,malaysia ministry health kkm recommends postponing travel risky country due contagious omicron variant covid vaccine booster dose effort protect loved one,0.2875,Positif,0.5875,Opini
47,255,mang_ib,"Anak - anak Usia 6 sampai 11 tahun sudaj Bisa Di Vaksin Covid-19 , Lebih Cepat di Vaksin Lebih Cepat Terlindungi 

#BerharapTakBerpisah https://t.co/v8dALtSFmv",1,1,255,age covid vaccine get vaccine quickly protected,0.3333333333333333,Positif,0.5,Opini
48,271,bbyEmily01,"stok vaksin melimpah, jangan ditunda ya.. 
yuk lawan covid-19 dengan vaksin bukan dengan otot!!!
#BerharapTakBerpisah",4,4,271,abundant vaccine stock postponed let fight muscle vaccine covid,0.6,Positif,0.95,Opini
49,279,JawaraRobi,"Hingga saat ini sudah ada lima merek vaksin yang tersedia untuk program vaksinasi di Indonesia

Semua vaksin yang ada di Indonesia juga efektif melawan berbagai varian virus Corona, termasuk varian Delta dan efektif mengurangi resiko kematian akibat Covid-19 https://t.co/5pcp4PtBVl",0,0,279,vaccine available indonesian vaccination program indonesian vaccine effective delta variant corona virus effectively reducing risk death due covid,0.36875,Positif,0.59375,Opini
50,281,PolsekPangalen7,"Monitoring giat vaksin, dukung percepatan penanganan Covid-19 https://t.co/GqnTcxAkII",0,0,281,active monitoring vaccine support acceleration handling covid,-0.1333333333333333,Negatif,0.6,Opini
51,284,tribunmedan,"75 Persen Pasien Omicron di Indonesia Sudah Pernah Disuntik Vaksin Covid-19 Dosis Lengkap
 
https://t.co/A2kpp4rt2n via @tribunmedan",0,0,284,percent indonesia omicron patient injected full dose covid vaccine via,0.35,Positif,0.55,Opini
52,286,wow_keren,"Kini Jadi Tersangka, Joki Vaksin COVID-19 di Sulsel Diklaim Aktif Tawarkan Jasa #Nasional https://t.co/fH3CZPsXcS https://t.co/cDK3xHhsDG",0,0,286,suspect jockey south sulawesi covid vaccine claimed actively offering service,-0.1333333333333333,Negatif,0.6,Opini
53,290,rezapahlevie24,"Bener juga...!!!
Yg meninggal setelah vaksin karena ajal datang menjemput.
Semoga Malaikat Izrail tidak disalahkan.
Kalau Hujan sudah disalahkan, karena mengakibatkan banjir.

Komnas KIPI: Tidak Ada Yang Meninggal Karena Vaksinasi COVID-19 https://t.co/ZodI0oprwO",1,0,290,true died vaccine picked hopefully angel israel blamed rain caused flood komnas kipi died covid vaccination,0.35,Positif,0.65,Opini
54,303,MetroTimes_News,Wujudkan Maluku Bebas Covid-19 Tahun 2022 Lantamal IX Vaksin Masyarakat Maritim Negeri Seith Maluku Tengah https://t.co/JE8ue2BWE1,0,0,303,make maluku free covid lantamal ix vaccine maritime community seith maluku tengah,0.4,Positif,0.8,Opini
55,307,mediaindonesia,"DINAS Kesehatan (Dinkes) Kabupaten Jombang, Jawa Timur, membentuk tim investigasi guna mencari penyebab pasti meninggalnya pelajar Sekolah Dasar (SD), MBS berusia 12 tahun, setelah disuntik vaksin covid-19.
  https://t.co/UvxEHuevY8",1,1,307,health office east jombang regency health office formed investigation team find cause death elementary school student aged mb injected covid vaccine,0.0999999999999999,Positif,0.65,Opini
56,310,voaindonesia,"Lebih dari satu tahun setelah vaksin COVID-19 diluncurkan, kasus baru virus corona di Amerika Serikat telah melonjak ke tingkat tertinggi dalam rekor rata-rata lebih dari 265.000 kasus per hari. 

https://t.co/TcSyHovmPU",1,0,310,covid vaccine launched united state coronavirus jump record high,0.16,Positif,0.5399999999999999,Opini
57,312,Polantasreskrc3,"Pandemi Covid-19 belum berakhir yaa Sobat Polri. Untuk itu, sebagai langkah menghindari penyebarannya, penting bagi kita untuk disiplin protokol kesehatan di manapun berada dan segera vaksin dosis lengkap.

#PatuhiProkes Nataru Waspada Varian Baru https://t.co/jX95msEMK7",1,0,312,covid pandemic friend police step avoid spread discipline health protocol complete dose vaccine nataru wary variant,-0.2,Negatif,0.55,Opini
58,323,expres_media,"GELAR VAKSINASI COVID-19, BABINSA BERSINERGI DENGAN POLRES DEIYAI DAN AKTIF BERIKAN EDUKASI KE PESERTA VAKSIN https://t.co/I4KU8xriP1",0,0,323,covid babinsa vaccination degree synergy deiyai ​​police actively educating vaccine participant,-0.1333333333333333,Negatif,0.6,Opini
59,326,karawang_online,"Camat Serang Baru, Mirtono Suherianto mendampingi ratusan siswa dan siswi di SDN Jaya Mulya 01 dan SDN 02 sebagai bentuk dukungan moril kepada anak-anak SD yang mengikuti vaksin Covid-19.
https://t.co/UULGQJuE77",0,0,326,head serang sub district mirtono suherianto accompanied hundred elementary school student jaya mulya elementary school form moral support elementary school student following covid vaccine,0.18,Positif,0.61,Opini
60,327,humassekptkutr,"Ayo Bersama Kita Putus Mata Rantai Covid-19 dengan melakukan Vaksinasi. 

Giat Gebyar Vaksin berhadiah di Halaman Mapolsek Pontianak Utara
Kamis, 30/12/2021

#AyoCepatVaksin
#AyoPakaiMasker https://t.co/ERIkjphNxk",2,0,327,break chain covid vaccination active celebrating vaccine prize north pontianak police headquarters page thursday,-0.1333333333333333,Negatif,0.6,Opini
61,328,usprotec,"@Khairykj Hurrah, tidak perlu check out sekarang. Sudah 3rd.dos cukup lah dan jangan suruh 4 atau 5 dos hanya bermakna vaksin tidak ada kesan atas covid-19 baru. Cari cara lain untuk selamatkan rakyat Malaysia.
Vaksin bukan Vitamin dan ada kesan sampingan.",2,0,328,hurrah check rddos tell dose mean covid effect vaccine seek save malaysian vitamin vaccine side effect,-0.3125,Negatif,0.6875,Opini
62,330,mediamonitor21,7 Tips Agar Anak yang Takut Jarum Suntik Berani Vaksin Covid-19 https://t.co/umVcagGXre,0,0,330,tip fear needle brave covid vaccine,0.8,Positif,1.0,Opini
63,367,catatankaqihati,"#KetatProkesNataru tetap sehat terlindung dr covid 19.
Jangan ragu vaksin, jangan abaikan prokes. Semua demi kesehatan bersama.
Vaksinasi Tangkal Omicron , lindungi bangsa https://t.co/SZeMmFVYCt",0,0,367,healthy protected covid doubt vaccine ignores health proces vaccination omicron protects nation,0.5,Positif,0.5,Opini
64,374,Aimuna_,"Vaksin adalah suatu keharusan, kalaupun pernah positif covid  19, vaksinasi tetap harus dilakukan #KetatProkesNataru Vaksinasi Tangkal Omicron https://t.co/nd9UO6dcs2",0,0,374,covid positive must vaccination vaccination omicron,0.2272727272727272,Positif,0.5454545454545454,Opini
65,389,HumasResMajene,"Polres Majene - Demi memenuhi target vaksin dalam rangka percepatan penanganan persoalan pandemi Covid-19, Kepolisian Resor (Polres) Majene terus melakukan upaya maksimal mewujudkan harapan bersama menuju pemulihan kondisi normal. (29/12/21). https://t.co/KVV39Zxwnc",1,0,389,majene police resort meet vaccine target order accelerate handling covid pandemic majene police resort police maximally realizes hope restoring normal condition,0.15,Positif,0.6499999999999999,Opini
66,400,EkonomiRakyatMY,"Ketua Pengarah Pertubuhan Kesihatan Dunia ( WHO ), Tedros Adhanom memberi amaran tsunami Covid-19 setelah jangkitan global meningkat 11% minggu lalu susulan penularan varian Omicron

Gesa semua negara untuk berkongsikan vaksin secara lebih adil terutamanya kepada negara² miskin https://t.co/XfCCB8yDCM",8,12,400,director general world health organization tedros adhanom warning covid tsunami global infection increased week following spread omicron variant urging country share vaccine especially poor country,-0.1875,Negatif,0.4,Opini
67,409,andreramadhan93,"Tekan penyebaran covid-19 saat Nataru, Polda Lampung dan jajaran vaksin 48.792 warga, Prokes Cegah Covid https://t.co/4OXxYLkI6X",0,0,409,suppress spread covid nataru polda lampung rank vaccine resident prevention covid,-0.8,Negatif,0.9,Opini
68,412,syarifntoke,Meninggal setelah vaksin disebut bukan karena vaksin. Kalau meninggal sakit yg lain pasti disebut karena Covid-19 #suram,0,0,412,died vaccine vaccine died sick covid,-0.7142857142857143,Negatif,0.8571428571428571,Opini
69,415,SinarOnline,"Sebanyak 22,851,542 individu atau 97.6 peratus populasi dewasa di negara ini telah lengkap menerima suntikan vaksin Covid-19, setakat 11.59 malam Rabu.

https://t.co/3dqlY5pvwL",4,0,415,individual percent country adult population received covid vaccine injection wednesday night,0.05,Positif,0.35,Opini
70,424,TrianiNeehan,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Bonto langkasa kec. Bissappu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,424,upp bantaeng regency active securing assistance covid vaccine bonto langsa bissappu socializing clean illegal levy medium personnel mask bearing logo saber extortion regional government,-0.0888888888888888,Negatif,0.6,Opini
71,426,BernamaTV,"Bagi populasi remaja berusia 12 hingga 17 tahun pula, sejumlah 87.4 peratus atau 2,752,103 telah melengkapkan vaksinasi manakala 2,844,678 atau 90.3 peratus menerima sekurang-kurangnya satu dos vaksin COVID-19.

https://t.co/GhxjL3CsQI",2,1,426,adolescent population aged percent completed vaccination percent received covid vaccine dose,-0.1,Negatif,0.4,Opini
72,430,bernamaradio,"Sebanyak 22,851,542 individu atau 97.6 peratus populasi dewasa di negara ini telah lengkap menerima suntikan vaksin COVID-19, setakat 11.59 malam tadi - COVIDNOW.

@KKMPutrajaya 

#LindungDiriLindungSemua https://t.co/6Fossxdgbu",2,2,430,individual percent country adult population received covid vaccine injection night covidnow,0.05,Positif,0.35,Opini
73,435,pahang_media,"KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular. 

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang. 

SUMBER: PKD KUANTAN https://t.co/lCcUAg6bcV",6,3,435,kkm recommends postponing travel risky country due contagious omicron variant covid vaccine booster dose effort protect loved one source pkd kuantan,0.2875,Positif,0.5875,Opini
74,436,ariestarico2,Masyarakat untuk tetap tenang dan tidak perlu khawatir. Solusi untuk menghadapi turunnya efektivitas dari vaksin Covid-19 yang ada saat ini adalah dengan terus meningkatkan herd immunity/ kekebalan kelompok di tengah masyarakat. https://t.co/l27ArGcbBY,25,22,436,people calm worried solution decline effectiveness covid vaccine increase herd immunity immunity community group,0.3,Positif,0.75,Opini
75,438,BalkonJakarta,"Ingat! Vaksin Covid-19 Dosis 3 Tak Lagi Gratis, Cek Harganya https://t.co/lgcrkD3xuN",0,0,438,free dose covid vaccine check price,0.4,Positif,0.8,Opini
76,441,cnbcindonesia,"Ingat! Vaksin Covid-19 Dosis 3 Tak Lagi Gratis, Cek Harganya https://t.co/Zl7FE38Ujz",1,0,441,free dose covid vaccine check price,0.4,Positif,0.8,Opini
77,442,Dogelkarya82,"@dr_koko28 @AndiKhomeini Vaksin Covid-19 yang diinjeksi ke tubuh Kita ini apa bener Virus 🦠 yang sudah dilemahkan? Apakah peneliti Kita sdh menelitinya untuk memastikan itu?
Krn kebiasaan Pemerintah hny jd konsumen, wajar jika Rakyat berpikir spt itu.
https://t.co/pEX7641naf",3,2,442,covid vaccine injected body virus really weakened researcher researched government habit consumer normal people think like,0.175,Positif,0.4249999999999999,Opini
